,dur,staA_id,staA_name,staB_id,staB_name,veh_id,passen_type,passen_gender,travel_date,travel_id,veh_count
21055,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),1156,1,Male,10/15/2020,5206,17
21056,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,1639,2,Female,7/10/2019,12722,19
21057,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,2766,3,Male,8/13/2020,8798,37
21058,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,2567,2,Male,9/10/2017,19044,24
21059,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,1436,2,Male,9/6/2017,2397,11
21060,1 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,5260,2,Male,5/4/2021,1143,34
21061,15 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,3444,2,Male,4/3/2020,7548,12
21062,3 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5133,3,Male,11/1/2020,1294,33
21063,10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2522,2,Female,1/9/2021,15358,32
21064,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5424,3,Male,4/25/2019,15115,17
21065,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,1900,2,Male,2/1/2019,7345,28
21066,14 minutes,16,Steuart St at Market St,343,Bryant St at 2nd St,1516,2,Male,8/26/2017,19295,13
21067,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,5000,3,Male,4/10/2020,7093,13
21068,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5319,1,Female,9/28/2021,21236,16
21069,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,707,2,Male,2/1/2020,17388,12
21070,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,5538,2,Female,6/18/2019,5701,5
21071,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,572,2,Male,9/6/2017,25415,5
21072,13 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,2582,2,Male,3/28/2017,22002,19
21073,11 minutes,81,Berry St at 4th St,78,Folsom St at 9th St,5523,2,Female,6/12/2018,25536,4
21074,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4741,2,Male,6/1/2020,14842,30
21075,4 minutes,81,Berry St at 4th St,90,Townsend St at 7th St,1100,2,Male,7/18/2018,6385,16
21076,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,282,1,Female,8/8/2020,13888,11
21077,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,1839,2,Male,4/16/2017,10935,18
21078,7 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5260,3,Male,1/22/2018,5982,22
21079,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,1836,1,Male,5/19/2020,3582,19
21080,11 minutes,81,Berry St at 4th St,22,Howard St at Beale St,590,3,Male,9/19/2018,7217,39
21081,1 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,5136,2,Male,6/19/2020,255,10
21082,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,624,2,Male,4/8/2017,20635,35
21083,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,3139,3,Male,5/20/2021,20135,13
21084,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),33,Golden Gate Ave at Hyde St,193,2,Male,6/18/2021,4682,6
21085,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,5335,3,Male,7/3/2017,25269,23
21086,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),112,Harrison St at 17th St,4948,3,Male,4/15/2018,18407,14
21087,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4938,2,Male,12/17/2021,17449,33
21088,7 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4438,1,Male,7/7/2018,8221,31
21089,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),102,Irwin St at 8th St,1857,3,Male,7/27/2018,6613,0
21090,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),63,3,Male,8/10/2017,21020,11
21091,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5506,2,Female,9/26/2017,22163,34
21092,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,3744,2,Female,5/27/2018,21072,26
21093,7 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,901,3,Male,9/1/2017,9582,4
21094,7 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4796,2,Male,3/2/2021,21953,13
21095,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,1498,2,Female,8/25/2020,16857,3
21096,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5541,2,Female,6/19/2019,17654,17
21097,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),66,3rd St at Townsend St,1936,1,Male,1/9/2021,17452,25
21098,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,5460,1,Male,12/5/2021,481,26
21099,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,1755,2,Male,5/7/2020,12274,20
21100,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,1712,2,Male,11/25/2017,5134,20
21101,9 minutes,81,Berry St at 4th St,25,Howard St at 2nd St,4824,3,Male,7/6/2017,3769,0
21102,6 minutes,22,Howard St at Beale St,13,Commercial St at Montgomery St,3129,2,Male,8/14/2017,5058,0
21103,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,5354,2,Male,3/1/2021,14933,33
21104,20 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,5188,2,Female,9/12/2021,21202,22
21105,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,3144,3,Male,1/14/2019,7,37
21106,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,47,2,Male,6/6/2021,17222,26
21107,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,1475,2,Female,9/9/2021,19885,37
21108,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,3009,1,Female,11/24/2021,161,6
21109,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,5469,1,Female,10/14/2020,4768,38
21110,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,5136,2,Male,1/19/2020,18121,21
21111,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),60,8th St at Ringold St,5349,2,Male,3/11/2020,12738,27
21112,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5182,2,Female,5/19/2020,20194,28
21113,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,242,2,Male,9/6/2017,7672,10
21114,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,1596,3,Male,2/20/2021,9368,17
21115,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5319,1,Female,4/14/2020,7665,32
21116,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5041,3,Male,3/5/2017,458,11
21117,9 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,4658,2,Female,1/8/2021,25264,6
21118,2 minutes,22,Howard St at Beale St,24,Spear St at Folsom St,3004,1,Male,9/18/2019,12153,2
21119,5 minutes,5,Powell St BART Station (Market St at 5th St),33,Golden Gate Ave at Hyde St,4939,2,Female,9/28/2019,15780,4
21120,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5268,2,Male,7/6/2019,1084,29
21121,4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4837,3,Female,1/22/2019,8796,18
21122,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),5274,2,Male,3/1/2020,15234,6
21123,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,457,1,Male,2/15/2021,5556,26
21124,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,4963,3,Male,2/12/2019,2312,0
21125,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),17,Embarcadero BART Station (Beale St at Market St),2187,1,Female,10/16/2021,11513,1
21126,7 minutes,16,Steuart St at Market St,8,The Embarcadero at Vallejo St,5487,1,Female,5/8/2019,12672,37
21127,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4843,2,Female,1/23/2017,8212,11
21128,8 minutes,16,Steuart St at Market St,343,Bryant St at 2nd St,5315,2,Male,1/12/2019,15962,25
21129,923 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),368,Myrtle St at Polk St,5137,2,Male,12/16/2020,24002,36
21130,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,2100,1,Male,9/1/2019,1542,10
21131,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),5277,1,Male,5/27/2019,9521,20
21132,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),349,Howard St at Mary St,4760,2,Male,3/13/2019,25328,23
21133,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5223,1,Female,5/7/2017,2502,17
21134,15 minutes,22,Howard St at Beale St,89,Division St at Potrero Ave,3325,1,Male,5/2/2020,20301,32
21135,10 minutes,81,Berry St at 4th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5193,2,Female,10/6/2019,12938,37
21136,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,4976,2,Male,9/19/2020,7175,33
21137,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),349,Howard St at Mary St,5255,2,Male,8/13/2018,872,35
21138,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4407,3,Male,9/2/2020,19396,37
21139,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5063,3,Male,3/23/2017,3558,5
21140,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,4931,1,Male,5/18/2017,22475,19
21141,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,1896,2,Male,5/11/2018,1037,13
21142,8 minutes,3,Powell St BART Station (Market St at 4th St),93,4th St at Mission Bay Blvd S,4797,3,Male,3/6/2018,9305,13
21143,4 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,1456,1,Male,10/11/2019,18854,15
21144,3 minutes,16,Steuart St at Market St,9,Broadway at Battery St,2864,2,Male,6/27/2019,8086,21
21145,7 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,1620,2,Male,6/27/2021,574,0
21146,14 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,6147,3,Female,2/20/2018,19907,12
21147,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,1153,1,Male,10/26/2018,6273,29
21148,6 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5130,1,Female,2/8/2017,22488,1
21149,9 minutes,22,Howard St at Beale St,64,5th St at Brannan St,1517,1,Male,9/8/2018,8056,33
21150,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5247,2,Male,10/26/2019,25701,37
21151,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,3101,2,Male,8/1/2019,23423,2
21152,4 minutes,16,Steuart St at Market St,27,Beale St at Harrison St,1140,3,Male,1/21/2020,10993,11
21153,9 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,55,2,Male,2/21/2019,20281,23
21154,5 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,5497,2,Male,9/28/2021,9838,22
21155,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),345,Hubbell St at 16th St,310,3,Other,1/22/2020,17406,33
21156,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5325,2,Male,1/21/2020,4728,37
21157,10 minutes,22,Howard St at Beale St,350,8th St at Brannan St,4635,2,Female,9/11/2020,1528,37
21158,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),284,Yerba Buena Center for the Arts (Howard St at 3rd St),5009,3,Male,6/18/2018,9357,11
21159,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,5238,1,Male,1/24/2017,22197,0
21160,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,2351,1,Male,10/15/2021,23591,16
21161,7 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5469,2,Male,3/4/2018,7454,34
21162,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,5328,3,Male,12/3/2020,22922,1
21163,12 minutes,22,Howard St at Beale St,88,11th St at Bryant St,4969,2,Male,4/3/2019,17568,7
21164,4 minutes,5,Powell St BART Station (Market St at 5th St),62,Victoria Manalo Draves Park,5286,2,Male,10/22/2017,12135,15
21165,8 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,4426,3,Female,10/9/2020,22463,0
21166,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,4965,2,Male,6/26/2018,20535,8
21167,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),764,3,Male,7/17/2019,8634,35
21168,7 minutes,22,Howard St at Beale St,349,Howard St at Mary St,3135,2,Male,1/27/2020,5056,9
21169,16 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,5370,2,Female,8/16/2021,22406,22
21170,3 minutes,3,Powell St BART Station (Market St at 4th St),349,Howard St at Mary St,5550,3,Male,3/6/2021,21947,11
21171,3 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5227,2,Male,8/26/2021,18717,3
21172,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5271,1,Female,6/23/2020,20337,24
21173,10 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,5304,1,Female,11/7/2017,12997,26
21174,4 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4984,2,Male,1/15/2019,11515,8
21175,15 minutes,22,Howard St at Beale St,59,S Van Ness Ave at Market St,5113,2,Female,3/10/2020,14363,20
21176,30 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),81,3,Male,1/20/2018,15471,34
21177,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,856,1,Male,3/10/2017,12752,18
21178,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5487,2,Male,5/14/2017,7046,1
21179,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),1308,3,Male,9/17/2017,21880,26
21180,5 minutes,16,Steuart St at Market St,343,Bryant St at 2nd St,4609,1,Male,7/14/2019,452,32
21181,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2068,2,Male,11/3/2018,23662,3
21182,10 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),4939,2,Female,7/25/2018,4970,20
21183,13 minutes,16,Steuart St at Market St,104,4th St at 16th St,5340,2,Female,8/3/2019,7211,28
21184,10 minutes,22,Howard St at Beale St,81,Berry St at 4th St,4438,3,Male,7/22/2021,20333,16
21185,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,5496,2,Male,3/2/2019,11779,23
21186,11 minutes,16,Steuart St at Market St,104,4th St at 16th St,4810,3,Female,4/13/2018,8094,22
21187,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,1863,2,Male,2/24/2020,17607,17
21188,13 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,2586,1,Female,3/11/2021,18842,28
21189,9 minutes,22,Howard St at Beale St,77,11th St at Natoma St,4611,2,Male,1/25/2019,20315,24
21190,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,1921,3,Male,2/25/2017,23616,35
21191,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,3158,1,Female,12/12/2019,10194,28
21192,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),1664,3,Male,8/27/2020,14451,24
21193,10 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,3451,2,Female,3/7/2019,11147,25
21194,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4984,2,Male,3/28/2019,6222,24
21195,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),1896,2,Male,4/15/2017,13843,37
21196,9 minutes,22,Howard St at Beale St,81,Berry St at 4th St,5193,2,Female,9/17/2020,15103,18
21197,4 minutes,22,Howard St at Beale St,9,Broadway at Battery St,5202,2,Male,1/14/2021,15833,22
21198,15 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),707,1,Male,2/26/2017,1110,2
21199,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,1689,1,Male,11/21/2017,18462,28
21200,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,3129,3,Male,4/3/2020,14186,27
21201,19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),97,14th St at Mission St,676,2,Female,6/11/2021,2996,25
21202,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),2821,2,Male,1/21/2021,13466,10
21203,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,5065,2,Male,2/5/2018,20103,17
21204,15 minutes,81,Berry St at 4th St,9,Broadway at Battery St,4962,3,Male,4/11/2020,2629,21
21205,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,3336,3,Male,2/16/2020,12975,32
21206,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5331,1,Male,4/19/2018,4977,8
21207,9 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),2317,2,Male,6/14/2020,11007,12
21208,10 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,498,3,Female,4/20/2021,7500,26
21209,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5019,3,Male,5/20/2021,16839,38
21210,10 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5487,1,Male,2/19/2018,12528,2
21211,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,1771,2,Male,4/7/2018,3126,29
21212,4 minutes,5,Powell St BART Station (Market St at 5th St),47,4th St at Harrison St,1580,2,Male,7/25/2017,14018,11
21213,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,5355,3,Male,8/6/2017,15956,39
21214,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),349,Howard St at Mary St,4959,1,Male,8/2/2021,3101,24
21215,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),59,S Van Ness Ave at Market St,4717,2,Male,5/7/2017,6150,39
21216,10 minutes,22,Howard St at Beale St,77,11th St at Natoma St,5537,2,Male,4/4/2020,23759,3
21217,10 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,4652,1,Male,11/25/2021,4604,18
21218,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,5569,3,Male,9/3/2021,4338,0
21219,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,5237,2,Female,8/8/2020,18590,19
21220,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,1458,3,Male,9/3/2020,7128,5
21221,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,2907,3,Male,8/2/2019,3287,27
21222,5 minutes,81,Berry St at 4th St,104,4th St at 16th St,2976,1,Female,12/25/2017,24318,13
21223,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,1428,3,Male,9/28/2021,5654,38
21224,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,2168,3,Male,10/15/2020,21854,0
21225,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,5369,2,Male,5/7/2017,3116,34
21226,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,5113,2,Male,3/14/2021,8544,34
21227,14 minutes,16,Steuart St at Market St,104,4th St at 16th St,1183,2,Female,2/7/2017,1393,4
21228,1 minutes,30,San Francisco Caltrain (Townsend St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),1148,1,Male,7/23/2020,15941,23
21229,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5331,2,Male,6/22/2021,8282,24
21230,6 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,4426,1,Male,4/25/2021,24830,33
21231,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4741,2,Male,2/17/2017,24631,27
21232,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,3135,2,Male,1/2/2018,9716,17
21233,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,4940,2,Male,1/14/2017,22001,12
21234,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),10,Washington St at Kearny St,977,2,Female,8/8/2021,3600,29
21235,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5145,2,Female,3/25/2021,11200,9
21236,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),2821,2,Male,12/23/2018,21356,16
21237,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),3299,2,Male,4/27/2021,20032,31
21238,10 minutes,81,Berry St at 4th St,22,Howard St at Beale St,1620,2,Male,9/14/2019,2517,25
21239,11 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,5068,2,Male,10/16/2017,5272,26
21240,3 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5286,2,Male,3/28/2021,4575,37
21241,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),1744,1,Male,5/6/2019,4922,11
21242,9 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),5459,2,Male,11/19/2019,22940,5
21243,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),100,Bryant St at 15th St,2908,2,Male,12/9/2019,5187,39
21244,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,1195,2,Male,10/22/2021,12388,35
21245,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,1367,2,Female,4/27/2020,17475,20
21246,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),3069,1,Male,12/6/2020,10656,28
21247,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),25,Howard St at 2nd St,2034,3,Male,11/12/2021,7717,18
21248,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4996,2,Male,5/26/2021,21404,24
21249,11 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,4947,3,Female,4/23/2021,20667,8
21250,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2539,2,Male,5/25/2018,18059,16
21251,8 minutes,16,Steuart St at Market St,343,Bryant St at 2nd St,3034,2,Female,7/4/2017,6287,17
21252,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),102,Irwin St at 8th St,3594,1,Male,1/2/2017,25329,21
21253,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),1689,2,Female,12/22/2020,2917,30
21254,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),1148,2,Male,11/1/2020,4031,22
21255,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,290,1,Male,4/22/2019,5545,21
21256,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),1959,1,Male,4/18/2021,19119,33
21257,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,3586,2,Male,10/2/2021,11563,5
21258,9 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,5232,2,Male,2/17/2020,20169,11
21259,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,3164,2,Male,10/16/2019,24970,30
21260,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,1296,2,Male,4/26/2017,16407,13
21261,8 minutes,81,Berry St at 4th St,24,Spear St at Folsom St,5000,2,Male,8/14/2020,7652,26
21262,8 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,3108,2,Female,5/28/2020,10779,11
21263,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5475,2,Male,9/22/2019,24506,2
21264,11 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4717,2,Female,1/17/2017,13419,24
21265,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5222,2,Female,12/22/2019,25588,23
21266,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,4810,2,Female,3/15/2021,13558,29
21267,8 minutes,81,Berry St at 4th St,19,Post St at Kearny St,5424,3,Male,1/5/2017,13681,17
21268,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5548,2,Male,2/20/2019,13593,39
21269,4 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),139,1,Male,7/28/2019,23359,9
